mmsi,months_2015
269057515,"2,3,4,5,6,7,8,9,10,11,12"
269057521,"2,3,4,5,6,7,10,11,12"
269064000,"1,2,3,4,5,6,7,8,9,10,11,12"
270252000,"1,2,3,4,5,6,7,8,9,10,11,12"
270311000,"1,2,3,4,5,6,7,8,9,10,11,12"
270338000,"1,2,3,4,7,8,9,10,11,12"
272041600,"1,2,3,4,5,6,7,8,9,10,11,12"
279202242,"1,2,3,4,5,6,7,8,10,11,12"
279202463,"1,2,3,4,5,6,7,8,9,10,11,12"
279202540,"2,3,4,5,6,7,8,9,10,11,12"
295530990,"8,9,10,11,12"
304812000,"1,2,3,4,5,6,7,8"
311050600,"1,2,3,4,5,6,7,8,9,10,11,12"
311553000,"1,2,3,4,5,6,7,8,9,10,11,12"
338099677,"3,4,5,6,7,8,10,12"
338168433,"1,2,3,4,5,6,7,8,9,11,12"
338188861,"6,7,8,9,10,11,12"
351674000,"1,2,3,4,5,6,7,8,9,10,11,12"
351696000,"1,2,3,4,5,6,7,8,9,10,11,12"
355960000,"1,2,3,4,5,6,7,8,9,10,11,12"
356345000,"1,2,3,4,5,6,7,8,9,10,11,12"
356927000,"1,2,3,4,5,6,7,8,9,10,11,12"
357262000,"1,2,3,4,5,6,7,8,9,10,11,12"
366799770,"1,2,3,4,5,6,7,8,9,10,11,12"
366821510,"3,4,5,6,7,8,9,10,11,12"
366862710,"1,2,3,4,5,6,7,8,9,10,11,12"
366919230,"1,2,3,4,5,6,7,8,9,10,11,12"
366961480,"1,2,3,4,5,6,7,8,9,10,11,12"
366963040,"1,2,3,4,5,6,7,8,9,10,11,12"
366963070,"1,2,3,4,5,6,7,8,9,10,11,12"
366963390,"1,2,3,4,5,6,7,8,9,10,11,12"
366963490,"1,2,3,4,5,6,7,8,9,10,11,12"
366967080,"1,2,3,4,5,6,7,8,9,10,11,12"
366967460,"1,2,3,4,5,6,7,8,9,10,11,12"
366967510,"1,2,3,4,5,6,7,8,9,10,11,12"
366967670,"1,3,4,5,6,7,8,9,10,11,12"
366984350,"1,2,3,4,5,6,7,8,9,10,11,12"
366984840,"1,2,3,4,5,6,7,8,9,10,11,12"
366988760,"1,2,3,4,5,6,7,8,9,10,11,12"
366989950,"1,4,5,6,7,8,9,10,11,12"
366990030,"1,2,4,5,6,7,8,9,10,11,12"
366993020,"1,2,3,4,5,6,7,8,9,10,11,12"
366993510,"1,2,3,4,5,6,7,8,9,10,11,12"
366995310,"1,2,3,4,5,6,7"
366995620,"1,2,3,4,5,6,7,8,9,10,11,12"
366995920,"1,2,3,4,5,6,7,8,9,10,11,12"
366996060,"1,2,3,4,5,6,7,8,9,10,11,12"
366996710,"1,2,3,4,5,6,7,8,9,10,11,12"
366999521,"5,8,9"
366999523,"4,5,6,7,8,9,10,11"
367003540,"1,2,3,4,5,6,7,8,9,10,11,12"
367004240,"1,2,3,4,5,6,7,8,9,10,11,12"
367005180,"1,2,3,4,5,6,7,8,9,10,11,12"
367009590,"1,2,3,4,5,6,7,8,9,10,12"
367011830,"1,2,3,4,5,6,7,8,9,10,11,12"
367014430,"2,3,4,5,6,9,11"
367054240,"1,2,3,4,5"
367054810,"1,2,4,5,6,7,8,9,10,11,12"
367057590,"1,2,3,4,5,6,7,8,9,10,11,12"
367057840,"1,2,3,4,5,6,7,8,9,10,11,12"
367057860,"1,2,3,4,5,10,11,12"
367092190,"1,2,3,4,5,6,7,8,9,10,11,12"
367113150,"1,2,3,4,5,6,7,8,9,10,11,12"
367143690,"1,2,3,4,5,6,7,8,9,10,11,12"
367143710,"1,2,3,4,5,6,7,8,9,10,11,12"
367168830,"1,2,3,4,5,6,7,8,9,10,11,12"
367192650,"4,5,6,7,8,9,10,11"
367324460,"1,2,3,4,5,6,7,8,9,10,11,12"
367327970,"3,4,5,6,7,8,9,10,11,12"
367343440,"8,9,10,11,12"
367362240,"1,3,4,5,6,7,8,9,10,11,12"
367373640,"1,2,3,4,5,6,7,8,9,10,11,12"
367374930,"1,2,3,4,5,6,7,8,9,10,11,12"
367380840,"1,2,3,4,5,6,7,8,9,10,11,12"
367396730,"1,2,3,4,6,8,9,10,12"
367398930,"1,2,3,4,5,6,7,8,9,10,11,12"
367399880,"1,2,3,4,5,6,7,8,9,10,11,12"
367402450,"1,2,3,4,5,6,7,8,9,10,11,12"
367402570,"1,2,3,4,5,6,7,8,9,10,11,12"
367419040,"1,2,3,4,5,6,7,8,9,10,11,12"
367421590,"1,2,3,4,5,6,7,8,9,10,11,12"
367429570,"3,4,5,6,7,8,9,10,11,12"
367430210,"3,4,8,10,11"
367433690,"1,2,3,4,5,6,7,8,9,10,11,12"
367451270,"1,2,3,4,5,6,7,8,9,10,11,12"
367452870,"1,2,3,4,5,6,7,8,9,10,11,12"
367456350,"1,2,3,4,5,6,7,8,9,10,11,12"
367456850,"1,2,3,4,5,6,7,8,9,10,11,12"
367456880,"1,2,3,4,5,6,7,8,9,10,11,12"
367468610,"1,2,3,4,5,6,7,8,9,10,11,12"
367471910,"1,2,3,4,5,6,7,8,9,10,11,12"
367475560,"1,2,3,4,5,6,7,8,9,10,11,12"
367481570,"1,2,3,4,5,6,7,8,9,10,11"
367486280,"1,2,3,4,5,6,7,8,9,10,11"
367503760,"1,2,3,4,5,6,7,8,9,10,11,12"
367505040,"1,2,3,4,5,6,7,8,9,10,11,12"
367505110,"1,2,3,4,5,6,7,8,9,10,11,12"
367522220,"1,2,3,4,5,6,7,8,9,10,11,12"
367522240,"1,2,3,4,5,6,7,8,9,10,11,12"
367522430,"1,3,4,5,6,7,8,9,10,11,12"
367526570,"1,2,3,4"
367532810,"1,2,3,4,5,6,7,8,9,10,11,12"
367533710,"1,2,3,4,5,6,7,8,9,10,11,12"
367541280,"1,2,3,4,5,6,7,8,9,10,11,12"
367554940,"10,11,12"
367561430,"1,2,3,4,5,6,7,8,9,10,11,12"
367567350,"1,2,3,4,5,6,7,8,10"
367573410,"1,2,3,4,5,6,7,8,9,10,11,12"
367575130,"3,4,5,6,7,8,9,10,11,12"
367583740,"3,4,5,6,7,8,9,10,11,12"
367595840,"4,5,6"
367600960,"1,3,4,5,6,7,8,9,10,11,12"
367611970,"2,3,4,5,6,7,8,9,10,11,12"
367622970,"1,2,3,4,5,6,7,8,9,10,11,12"
367622980,"4,5,6,7,8,9,10,11,12"
367638080,"1,2,3,4,5,6,7,8,9,10,11,12"
367638250,"1,2,3,4,5,6,7,8,9,10,11,12"
367641580,"1,2,3,4,5,6,7,8,9,10,11,12"
367641620,"1,2,3,4,5,6,7,8,9,10,12"
367653470,"2,3,4,5,6,7,8,9,10,11,12"
367678150,"7,8,9,10,11,12"
367687950,"8,9,10,11,12"
369970732,"1,2,3,4,5,6,7,8,9,10,11,12"
372268000,"1,2,3,4,5,6,7,8,9,10,11,12"
373756000,"1,2,3,4,5,6,7,8,9,10,11,12"
373886000,"1,2,3,4,5,6,7,8,9,10,11,12"
431127000,"1,2,3,4,5,6,7,8,9,10,11,12"
477013700,"1,2,3,4,5,6,7,8,9,10,11,12"
477048000,"1,2,3,4,5,6,7,8,9,10,11,12"
477325700,"1,2,3,4,5,6,7,8,9,10,11,12"
477617300,"1,2,3,4,5,6,7,8,9,10,11,12"
477944000,"1,2,3,4,5,6,7,8,9,10,11,12"
477962300,"1,2,3,4,5,6,7,8,9,10,11,12"
477963100,"1,2,3,4,5,6,7,8,9,10,11,12"
538002999,"2,3,4,5,6,7,8,9,10,11,12"
538003102,"1,2,3,4,5,6,7,8,9,10,11,12"
538004181,"1,2,3,4,5,6,7,8,9,10,11,12"
538005470,"1,2,3,4,5,6,7,8,9,10,11,12"
538005483,"1,2,3,4,5,6,7,8,9,10,11,12"
564700000,"1,2,3,4,5,6,7,8,9,10,11,12"
566179000,"1,2,3,4,5,6,7,8,9,10,11,12"
576646000,"1,2,3,4,5,6,7,8,9,10,11,12"
636015464,"1,2,3,4,5,6,7,8,9,10"
636015681,"1,2,3,4,5,6,7,8,9,10,11,12"
642122014,"1,2,3,4,5,6,7,8,9,10,11,12"
710001243,"8,9,10,11,12"
710001313,"2,3,4,5,6,8,9,10"
710001338,"6,8,9"
710014660,"7,8,10,11,12"
